date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:19:13	7888/7888	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:12%20GMT	https://qqgalaxyca.com/id-ID/Home/Contact	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Home/Contact.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:13	33305/33305	---M--	200	added ('OK')	image/png	etag:%22cdd219dfb3c7d81:0%22	https://qqgalaxyca.com/Content/Web/common/images/logo.png?v=b4cd6da9f96e9ab4527f52f8e8a98ec8d993b7c1	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/Content/Web/common/images/logod920.png	(from https://qqgalaxyca.com/id-ID/Home)
14:19:14	78399/78399	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:12%20GMT	https://qqgalaxyca.com/id-ID/SportsBook	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/SportsBook.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:14	10228/10228	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:12%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=CDL&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePage8697.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:14	15177/15177	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:12%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=BTL&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePagee233.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:14	15177/15177	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:13%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=STL&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePage5099.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:14	10331/10331	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:13%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=ICL&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePage9f13.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:14	15177/15177	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:13%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=OPL&GameCode=xs&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePage4786.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:15	15177/15177	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:13%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=IML&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePage158c.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:15	79810/79810	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:14%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:15	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:14%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoPpc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoPpc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:16	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:14%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoMgc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoMgc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:16	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:14%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoOgc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoOgc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:16	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:15%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoDg	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoDg.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:16	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:15%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoBg	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoBg.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:16	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:15%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoGp	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoGp.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:17	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:15%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoOpc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoOpc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:17	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:15%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoAbc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoAbc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:17	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:16%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoAgc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoAgc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:17	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:16%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoPt	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoPt.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:18	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:16%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoEbc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoEbc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:18	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:16%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoSec	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoSec.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:18	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:17%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoEgc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoEgc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:18	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:17%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoSac	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoSac.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:19	77023/77023	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:17%20GMT	https://qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoWmc	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Live-Casino/LiveCasinoWmc.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:19	80846/80846	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:17%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:19	2976/2976	---M--	200	added ('OK')	image/png	etag:%22b47f15476548d71:0%22	https://qqgalaxyca.com/Content/Web/common/images/catch/3386E699611BF748EA73CDF4A3D0E40A75FD6C50.png	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/Content/Web/common/images/catch/3386E699611BF748EA73CDF4A3D0E40A75FD6C50.png	(from https://qqgalaxyca.com/id-ID/Home)
14:19:20	310182/310182	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:18%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/SgsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/SgsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:21	659046/659046	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:18%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/MgsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/MgsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:21	3042/3042	---M--	200	added ('OK')	image/png	etag:%22b47f15476548d71:0%22	https://qqgalaxyca.com/Content/Web/common/images/catch/E99D2DED962538564EFD50CC8F9D6D87E911C288.png	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/Content/Web/common/images/catch/E99D2DED962538564EFD50CC8F9D6D87E911C288.png	(from https://qqgalaxyca.com/id-ID/Home)
14:19:21	532280/532280	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:19%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/PpsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/PpsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:22	172526/172526	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:20%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/BgsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/BgsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:22	370738/370738	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:20%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/JksGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/JksGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:22	228650/228650	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:20%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/PgsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/PgsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:23	319758/319758	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:21%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/YgsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/YgsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:25	304250/304250	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:21%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/HbsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/HbsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:25	517916/517916	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:22%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/CqsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/CqsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:25	531640/531640	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:22%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/Ptegames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/Ptegames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:26	373344/373344	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:22%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/TtgGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/TtgGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:26	120714/120714	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:24%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/PssGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/PssGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:26	265884/265884	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:24%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/BssGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/BssGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:26	245692/245692	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:25%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/PrsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/PrsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:27	128898/128898	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:25%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/AwdGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/AwdGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:27	173410/173410	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:25%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/AesGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/AesGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:27	288438/288438	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:25%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/YdsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/YdsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:28	305678/305678	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:26%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/SwsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/SwsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:28	172244/172244	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:26%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/NesGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/NesGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:28	95970/95970	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:26%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/NssGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/NssGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:28	122988/122988	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:26%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/FssGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/FssGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:29	215616/215616	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:27%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/BnsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/BnsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:29	192212/192212	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:27%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/JlsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/JlsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:29	78834/78834	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:27%20GMT	https://qqgalaxyca.com/id-ID/Fishing-Games	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Fishing-Games.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:29	228704/228704	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:27%20GMT	https://qqgalaxyca.com/id-ID/Slot-Games/CgsGames	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Slot-Games/CgsGames.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:30	2976/2976	---M--	200	added ('OK')	image/png	etag:%22b47f15476548d71:0%22	https://qqgalaxyca.com/Content/Web/common/images/catch/2DC7961DCBE9B52E171389AF2EE93E415A36FF47.png	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/Content/Web/common/images/catch/2DC7961DCBE9B52E171389AF2EE93E415A36FF47.png	(from https://qqgalaxyca.com/id-ID/Home)
14:19:30	77904/77904	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:29%20GMT	https://qqgalaxyca.com/id-ID/Lottery	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Lottery.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:30	156/156	---MC-	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2007:19:29%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=KNN&GameCode=keno	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePagef112	(from https://qqgalaxyca.com/id-ID/Home)
14:19:31	3476/3476	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:29%20GMT	https://qqgalaxyca.com/id-ID/MaintenanceProvider?Provider=KNN	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/MaintenanceProviderfef2.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:31	10365/10365	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:30%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=ICL&RealMoney=True&GameCode=numbergame	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePagec6d1.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:31	156/156	---MC-	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2007:19:30%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=QNN&GameCode=qnn	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePage7444	(from https://qqgalaxyca.com/id-ID/Home)
14:19:31	3476/3476	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:30%20GMT	https://qqgalaxyca.com/id-ID/MaintenanceProvider?Provider=QNN	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/MaintenanceProvider208d.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:32	78973/78973	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:30%20GMT	https://qqgalaxyca.com/id-ID/Promotion	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Promotion.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:32	79364/79364	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:30%20GMT	https://qqgalaxyca.com/id-ID/Referral	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Referral.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:32	3285/3285	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:31%20GMT	https://qqgalaxyca.com/id-ID/VIP/About	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/VIP/About.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:32	76370/76370	---M--	200	added ('OK')	image/jpeg	etag:%220c9ae9843ad71:0%22	https://qqgalaxyca.com/Content/Web/common/images/banner/img-reward-bn.jpg	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/Content/Web/common/images/banner/img-reward-bn.jpg	(from https://qqgalaxyca.com/id-ID/Home)
14:19:33	1835/1835	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:31%20GMT	https://qqgalaxyca.com/id-ID/Home/GetLiveChat	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Home/GetLiveChat.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:33	275/275	---MC-	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2007:19:32%20GMT	https://qqgalaxyca.com/id-ID/Home/ChangeDeviceToMobile	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/Home/ChangeDeviceToMobile	(from https://qqgalaxyca.com/id-ID/Home)
14:19:34	13224/13224	---M--	200	added ('OK')	image/png	etag:%220a154f4843ad71:0%22	https://qqgalaxyca.com/Content/Web/common/images/license_logo_default.png	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/Content/Web/common/images/license_logo_default.png	(from https://qqgalaxyca.com/id-ID/Home)
14:19:34	15177/15177	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:32%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=PPC&GameCode=101&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePage0235.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:34	15177/15177	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:33%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=MGC&GameCode=Baccarat&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePagef9e6.html	(from https://qqgalaxyca.com/id-ID/Home)
14:19:34	15177/15177	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2007:19:33%20GMT	https://qqgalaxyca.com/id-ID/GamePage?Provider=OGC&GameCode=xo&RealMoney=True	C:/Users/LENOVO%204/Music/qqgalaxy/qqgalaxyca.com/id-ID/GamePaged8ec.html	(from https://qqgalaxyca.com/id-ID/Home)
